Linux 6.8.0-87-generic (shreyash-ASUS-TUF-Gaming-F15-FX506HM-FX506HM) 	11/24/2025 	_x86_64_	(16 CPU)

07:24:12 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:24:27 AM    7    2.02    0.00    1.01    0.00    0.00    1.01    0.00    0.00    0.00   95.96
07:24:27 AM    8    3.03    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   94.95
07:24:27 AM    9    2.04    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   95.92
07:24:27 AM   10    3.03    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:27 AM   11    3.06    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   94.90
07:24:27 AM   12    3.03    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   94.95
07:24:27 AM   13    2.04    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   95.92
07:24:27 AM   14    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:27 AM   15    3.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00

07:24:27 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:24:28 AM  all    3.42    0.00    2.02    4.05    0.00    0.76    0.00    0.00    0.00   89.75
07:24:28 AM    0    2.04    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   95.92
07:24:28 AM    1    2.02    0.00    1.01    0.00    0.00    1.01    0.00    0.00    0.00   95.96
07:24:28 AM    2   21.65    0.00   10.31   65.98    0.00    2.06    0.00    0.00    0.00    0.00
07:24:28 AM    3    3.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
07:24:28 AM    4    2.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
07:24:28 AM    5    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:28 AM    6    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:28 AM    7    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97
07:24:28 AM    8    3.03    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   92.93
07:24:28 AM    9    2.04    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   95.92
07:24:28 AM   10    2.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   96.00
07:24:28 AM   11    2.06    0.00    1.03    0.00    0.00    1.03    0.00    0.00    0.00   95.88
07:24:28 AM   12    2.02    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   94.95
07:24:28 AM   13    2.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:28 AM   14    2.04    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   95.92
07:24:28 AM   15    3.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00

07:24:28 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:24:29 AM  all    2.62    0.00    2.17    4.28    0.00    0.32    0.00    0.00    0.00   90.62
07:24:29 AM    0    1.02    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:29 AM    1    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:29 AM    2   19.59    0.00    9.28   69.07    0.00    2.06    0.00    0.00    0.00    0.00
07:24:29 AM    3    1.01    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   95.96
07:24:29 AM    4    1.02    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:29 AM    5    1.03    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   97.94
07:24:29 AM    6    1.03    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   97.94
07:24:29 AM    7    1.02    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:29 AM    8    2.02    0.00    4.04    0.00    0.00    1.01    0.00    0.00    0.00   92.93
07:24:29 AM    9    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:29 AM   10    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:29 AM   11    2.04    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   95.92
07:24:29 AM   12    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:29 AM   13    1.02    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:29 AM   14    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:29 AM   15    1.03    0.00    1.03    0.00    0.00    1.03    0.00    0.00    0.00   96.91

07:24:29 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:24:30 AM  all    3.10    0.00    2.21    4.80    0.00    0.51    0.00    0.00    0.00   89.39
07:24:30 AM    0    2.04    0.00    4.08    7.14    0.00    1.02    0.00    0.00    0.00   85.71
07:24:30 AM    1    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:30 AM    2   17.35    0.00   10.20   70.41    0.00    2.04    0.00    0.00    0.00    0.00
07:24:30 AM    3    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97
07:24:30 AM    4    2.02    0.00    1.01    0.00    0.00    1.01    0.00    0.00    0.00   95.96
07:24:30 AM    5    1.98    0.00    1.98    0.00    0.00    0.99    0.00    0.00    0.00   95.05
07:24:30 AM    6    2.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   96.00
07:24:30 AM    7    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97
07:24:30 AM    8    2.04    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   95.92
07:24:30 AM    9    2.04    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   95.92
07:24:30 AM   10    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97
07:24:30 AM   11    3.03    0.00    1.01    0.00    0.00    1.01    0.00    0.00    0.00   94.95
07:24:30 AM   12    3.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
07:24:30 AM   13    2.04    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   95.92
07:24:30 AM   14    1.02    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:30 AM   15    3.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00

07:24:30 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:24:31 AM  all    3.16    0.00    2.21    4.55    0.00    0.57    0.00    0.00    0.00   89.52
07:24:31 AM    0    3.00    0.00    3.00    5.00    0.00    1.00    0.00    0.00    0.00   88.00
07:24:31 AM    1    1.02    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   96.94
07:24:31 AM    2   21.21    0.00   11.11   66.67    0.00    1.01    0.00    0.00    0.00    0.00
07:24:31 AM    3    1.02    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.96
07:24:31 AM    4    1.02    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.96
07:24:31 AM    5    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:31 AM    6    1.01    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   96.97
07:24:31 AM    7    1.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   96.00
07:24:31 AM    8    2.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:31 AM    9    2.04    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   95.92
07:24:31 AM   10    3.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:31 AM   11    2.06    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   95.88
07:24:31 AM   12    2.00    0.00    2.00    1.00    0.00    1.00    0.00    0.00    0.00   94.00
07:24:31 AM   13    3.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
07:24:31 AM   14    3.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:31 AM   15    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94

07:24:31 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:24:32 AM  all    3.35    0.00    2.40    4.11    0.00    0.44    0.00    0.00    0.00   89.69
07:24:32 AM    0    2.04    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   95.92
07:24:32 AM    1    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:32 AM    2   21.21    0.00   11.11   65.66    0.00    2.02    0.00    0.00    0.00    0.00
07:24:32 AM    3    2.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:32 AM    4    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:32 AM    5    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97
07:24:32 AM    6    3.03    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:32 AM    7    1.02    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.96
07:24:32 AM    8    3.03    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   93.94
07:24:32 AM    9    3.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
07:24:32 AM   10    3.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
07:24:32 AM   11    2.02    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   94.95
07:24:32 AM   12    2.06    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   96.91
07:24:32 AM   13    2.04    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   95.92
07:24:32 AM   14    2.02    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   94.95
07:24:32 AM   15    1.02    0.00    2.04    0.00    0.00    1.02    0.00    0.00    0.00   95.92

07:24:32 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:24:33 AM  all    3.04    0.00    1.90    4.24    0.00    0.57    0.00    0.00    0.00   90.25
07:24:33 AM    0    2.02    0.00    1.01    0.00    0.00    1.01    0.00    0.00    0.00   95.96
07:24:33 AM    1    3.03    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:33 AM    2   20.62    0.00    9.28   69.07    0.00    1.03    0.00    0.00    0.00    0.00
07:24:33 AM    3    1.02    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.96
07:24:33 AM    4    1.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   96.00
07:24:33 AM    5    1.02    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   96.94
07:24:33 AM    6    1.02    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.96
07:24:33 AM    7    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97
07:24:33 AM    8    2.02    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   94.95
07:24:33 AM    9    2.02    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   94.95
07:24:33 AM   10    2.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   96.00
07:24:33 AM   11    3.09    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   95.88
07:24:33 AM   12    2.02    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   94.95
07:24:33 AM   13    2.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:33 AM   14    1.03    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   97.94
07:24:33 AM   15    3.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00

07:24:33 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:24:34 AM  all    2.85    0.00    2.34    4.24    0.00    0.44    0.00    0.00    0.00   90.12
07:24:34 AM    0    2.04    0.00    3.06    0.00    0.00    0.00    0.00    0.00    0.00   94.90
07:24:34 AM    1    2.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:34 AM    2   17.71    0.00   10.42   69.79    0.00    2.08    0.00    0.00    0.00    0.00
07:24:34 AM    3    2.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
07:24:34 AM    4    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:34 AM    5    1.02    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.96
07:24:34 AM    6    2.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
07:24:34 AM    7    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:34 AM    8    3.03    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   94.95
07:24:34 AM    9    2.04    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   95.92
07:24:34 AM   10    1.02    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   96.94
07:24:34 AM   11    2.04    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   95.92
07:24:34 AM   12    2.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:34 AM   13    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:34 AM   14    2.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:34 AM   15    1.02    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   96.94

07:24:34 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:24:35 AM  all    3.42    0.00    2.16    4.12    0.00    0.38    0.00    0.00    0.00   89.92
07:24:35 AM    0    3.03    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:35 AM    1    1.01    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   95.96
07:24:35 AM    2   22.22    0.00   10.10   65.66    0.00    2.02    0.00    0.00    0.00    0.00
07:24:35 AM    3    1.02    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   96.94
07:24:35 AM    4    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:35 AM    5    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:35 AM    6    2.02    0.00    1.01    0.00    0.00    1.01    0.00    0.00    0.00   95.96
07:24:35 AM    7    2.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
07:24:35 AM    8    2.06    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   96.91
07:24:35 AM    9    3.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   94.00
07:24:35 AM   10    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:35 AM   11    3.06    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   94.90
07:24:35 AM   12    2.04    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   95.92
07:24:35 AM   13    2.04    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   95.92
07:24:35 AM   14    3.06    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   95.92
07:24:35 AM   15    2.04    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   95.92

07:24:35 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:24:36 AM  all    3.40    0.00    2.33    4.16    0.00    0.76    0.00    0.00    0.00   89.36
07:24:36 AM    0    3.00    0.00    2.00    0.00    0.00    2.00    0.00    0.00    0.00   93.00
07:24:36 AM    1    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:36 AM    2   20.41    0.00   11.22   66.33    0.00    2.04    0.00    0.00    0.00    0.00
07:24:36 AM    3    1.98    0.00    2.97    0.99    0.00    0.00    0.00    0.00    0.00   94.06
07:24:36 AM    4    1.01    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   95.96
07:24:36 AM    5    2.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   96.00
07:24:36 AM    6    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97
07:24:36 AM    7    3.03    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:36 AM    8    3.03    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   93.94
07:24:36 AM    9    2.02    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   94.95
07:24:36 AM   10    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:36 AM   11    3.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   94.00
07:24:36 AM   12    3.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:36 AM   13    2.02    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   94.95
07:24:36 AM   14    2.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:36 AM   15    2.02    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   94.95

07:24:36 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:24:37 AM  all    3.54    0.00    2.21    4.04    0.00    0.69    0.00    0.00    0.00   89.52
07:24:37 AM    0    2.04    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   95.92
07:24:37 AM    1    2.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:37 AM    2   23.23    0.00   10.10   64.65    0.00    2.02    0.00    0.00    0.00    0.00
07:24:37 AM    3    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:37 AM    4    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:37 AM    5    3.03    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:37 AM    6    2.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   96.00
07:24:37 AM    7    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97
07:24:37 AM    8    2.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   94.00
07:24:37 AM    9    2.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:37 AM   10    2.97    0.00    3.96    0.00    0.00    0.99    0.00    0.00    0.00   92.08
07:24:37 AM   11    2.04    0.00    2.04    0.00    0.00    1.02    0.00    0.00    0.00   94.90
07:24:37 AM   12    2.04    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   95.92
07:24:37 AM   13    2.02    0.00    1.01    0.00    0.00    1.01    0.00    0.00    0.00   95.96
07:24:37 AM   14    3.03    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   94.95
07:24:37 AM   15    2.04    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   95.92

07:24:37 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:24:38 AM  all    3.27    0.00    2.77    4.03    0.00    0.44    0.00    0.00    0.00   89.48
07:24:38 AM    0    2.02    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   94.95
07:24:38 AM    1    1.02    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   96.94
07:24:38 AM    2   19.80    0.00   14.85   62.38    0.00    2.97    0.00    0.00    0.00    0.00
07:24:38 AM    3    2.00    0.00    2.00    1.00    0.00    0.00    0.00    0.00    0.00   95.00
07:24:38 AM    4    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97
07:24:38 AM    5    1.01    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   96.97
07:24:38 AM    6    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97
07:24:38 AM    7    2.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   96.00
07:24:38 AM    8    3.03    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   94.95
07:24:38 AM    9    3.03    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   94.95
07:24:38 AM   10    2.02    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   93.94
07:24:38 AM   11    3.06    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   94.90
07:24:38 AM   12    2.97    0.00    1.98    0.00    0.00    0.99    0.00    0.00    0.00   94.06
07:24:38 AM   13    2.04    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   95.92
07:24:38 AM   14    2.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:38 AM   15    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96

07:24:38 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:24:39 AM  all    2.70    0.00    1.94    7.08    0.00    0.50    0.00    0.00    0.00   87.77
07:24:39 AM    0    2.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:39 AM    1    2.02    0.00    1.01    1.01    0.00    0.00    0.00    0.00    0.00   95.96
07:24:39 AM    2   14.00    0.00    9.00   75.00    0.00    2.00    0.00    0.00    0.00    0.00
07:24:39 AM    3    2.00    0.00    1.00    3.00    0.00    1.00    0.00    0.00    0.00   93.00
07:24:39 AM    4    1.98    0.00    1.98    7.92    0.00    0.00    0.00    0.00    0.00   88.12
07:24:39 AM    5    1.98    0.00    1.98    4.95    0.00    0.99    0.00    0.00    0.00   90.10
07:24:39 AM    6    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97
07:24:39 AM    7    1.00    0.00    2.00    6.00    0.00    0.00    0.00    0.00    0.00   91.00
07:24:39 AM    8    1.98    0.00    1.98    0.00    0.00    0.99    0.00    0.00    0.00   95.05
07:24:39 AM    9    1.98    0.00    1.98    4.95    0.00    0.99    0.00    0.00    0.00   90.10
07:24:39 AM   10    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
07:24:39 AM   11    2.06    0.00    1.03    3.09    0.00    1.03    0.00    0.00    0.00   92.78
07:24:39 AM   12    2.04    0.00    1.02    3.06    0.00    0.00    0.00    0.00    0.00   93.88
07:24:39 AM   13    2.00    0.00    2.00    2.00    0.00    0.00    0.00    0.00    0.00   94.00
07:24:39 AM   14    2.02    0.00    1.01    2.02    0.00    0.00    0.00    0.00    0.00   94.95
07:24:39 AM   15    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97

07:24:39 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:24:40 AM  all    3.35    0.00    2.28    3.92    0.00    0.63    0.00    0.00    0.00   89.82
07:24:40 AM    0    2.02    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   94.95
07:24:40 AM    1    1.02    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   96.94
07:24:40 AM    2   24.49    0.00   10.20   63.27    0.00    2.04    0.00    0.00    0.00    0.00
07:24:40 AM    3    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:40 AM    4    2.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:40 AM    5    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:40 AM    6    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:24:40 AM    7    2.97    0.00    1.98    0.00    0.00    0.99    0.00    0.00    0.00   94.06
07:24:40 AM    8    1.03    0.00    1.03    0.00    0.00    1.03    0.00    0.00    0.00   96.91
07:24:40 AM    9    2.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:40 AM   10    2.06    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   95.88
07:24:40 AM   11    1.03    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   96.91
07:24:40 AM   12    2.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:40 AM   13    2.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   95.00
07:24:40 AM   14    3.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
07:24:40 AM   15    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94

07:24:40 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:24:41 AM  all    2.81    0.00    1.73    4.47    0.00    0.38    0.00    0.00    0.00   90.61
07:24:41 AM    0    2.06    0.00    1.03    0.00    0.00    1.03    0.00    0.00    0.00   95.88
07:24:41 AM    1    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:41 AM    2   17.71    0.00   12.50   68.75    0.00    1.04    0.00    0.00    0.00    0.00
07:24:41 AM    3    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:41 AM    4    1.03    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   97.94
07:24:41 AM    5    1.01    0.00    1.01    4.04    0.00    1.01    0.00    0.00    0.00   92.93
07:24:41 AM    6    1.02    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.96
07:24:41 AM    7    1.03    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   97.94
07:24:41 AM    8    2.06    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   96.91
07:24:41 AM    9    2.06    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   96.91
07:24:41 AM   10    2.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   96.00
07:24:41 AM   11    3.03    0.00    1.01    0.00    0.00    1.01    0.00    0.00    0.00   94.95
07:24:41 AM   12    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:41 AM   13    2.06    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   96.91
07:24:41 AM   14    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
07:24:41 AM   15    2.02    0.00    1.01    0.00    0.00    1.01    0.00    0.00    0.00   95.96

07:24:41 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:24:42 AM  all    2.67    0.00    2.29    4.20    0.00    0.51    0.00    0.00    0.00   90.32
07:24:42 AM    0    3.03    0.00    1.01    0.00    0.00    1.01    0.00    0.00    0.00   94.95
07:24:42 AM    1    1.01    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   95.96
07:24:42 AM    2   18.18    0.00   12.12   66.67    0.00    3.03    0.00    0.00    0.00    0.00
07:24:42 AM    3    1.02    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.96
07:24:42 AM    4    1.01    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   95.96
07:24:42 AM    5    2.06    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   96.91
07:24:42 AM    6    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
